Status,Fit Category,Fit Score,Opportunity Stage,Opportunity Title,Agency,Office,Notice Type,Notice ID,Solicitation Number,Due Date,Days Until Due,NAICS,PSC,Set-Aside,Place of Performance,Contract Value / Ceiling,Contract Value Source Text,Why It Fits Butler,Feasibility Concern,Recommended Next Step,SeaPort / Vehicle Required,Eligibility Status,Eligibility Requirement,Prime Feasibility,Subcontract / Teaming Path,Eligibility Notes,SAM.gov Link,Attachment Links,Contact Name,Contact Email,Search Source,Refresh Status,Data Confidence,Rejection Reason,Raw Notice Type,Matched Negative Keywords,Capacity / Logging Notes
Rejected,D,3,Sources Sought / RFI,FCCD-ACM-MJ Support Services,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-NJ.W6QK ACC-RI-PICATINNY,,Sources Sought,7b50a8ef1f3b4dd686266a2c2ad0993a,W15QKN-26-Q-1CAC,2026-10-03,27,541330,R425,No Set aside used,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: army.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/7b50a8ef1f3b4dd686266a2c2ad0993a/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=7b50a8ef1f3b4dd686266a2c2ad0993a&limit=1'}",Qendresa Neza,qendresa.neza.civ@army.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,sources sought,,No downloadable attachment links found.
Rejected,D,-5,Special Notice,C--AR-POND CRK NWR-T26P1-RIVER ROAD BRIDGE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, GAOA",,Special Notice,9907b94303df4d39b82e63fdac04126f,140FGA26R0036,2026-10-02,26,541330,C1LB,Small Business Set Aside - Total,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/9907b94303df4d39b82e63fdac04126f/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/08281fb43f39458c9369ad0dd045ac68/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3512ae55551641c6b3d8e51664521749/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c48b4e4cbf7e4775b7ff859303fb4213/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=9907b94303df4d39b82e63fdac04126f&limit=1'}","Young, Ian",ian_a_young@fws.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,"Hard reject: road, bridge",special notice,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,-2,Sources Sought / RFI,"A--CureSCi Long-Term Follow-Up (LTFU) Consortium: Coordinating Center Activities, ","HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH OLAO",,Sources Sought,a907caec82e24a96b6a8bf3c0afeadd6,75N98026R00150,2026-10-02,26,541715,AN12,,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/a907caec82e24a96b6a8bf3c0afeadd6/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/66654da451684f63813100e88cdc544b/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=a907caec82e24a96b6a8bf3c0afeadd6&limit=1'}","BULGER, ELIZABETH R",elizabeth.bulger@nih.gov,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read
Rejected,D,3,Sources Sought / RFI,"Market Research for Survivability, Assured Mobility, and Maneuver Support",DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,,Sources Sought,5773f6ad6acb451090755806ed654ee1,W912CH_RFI_SAMMS,2026-10-02,26,541715,AC33,No Set aside used,"Warren, Michigan, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: army. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/5773f6ad6acb451090755806ed654ee1/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c6fccba2d5344fd4bafe54eb52362ce8/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=5773f6ad6acb451090755806ed654ee1&limit=1'}",David Asmar,david.d.asmar.civ@army.mil,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read
Rejected,D,-2,Sources Sought / RFI,A--Whole-person Assessment of Response and Risk after transformative therapies: In,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH OLAO",,Sources Sought,0d63ba7258914cce890cf7d779a02f6c,75N98026R00146,2026-10-02,26,541715,AN12,,,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/0d63ba7258914cce890cf7d779a02f6c/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9a1a4ccadc634ddfae72d43e5a381c04/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=0d63ba7258914cce890cf7d779a02f6c&limit=1'}","BULGER, ELIZABETH R",elizabeth.bulger@nih.gov,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read
Rejected,D,3,RFP / Solicitation,"16--APS PALLET, IN REPAIR/MODIFICATION OF",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS PHILADELPHIA.NAVSUP WEAPON SYSTEMS SUPPORT,,Solicitation,cb8c57ac87d8499094cb0f6a894d60df,N0038326RTC50,2026-10-02,26,336413,1680,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsup.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/cb8c57ac87d8499094cb0f6a894d60df/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=cb8c57ac87d8499094cb0f6a894d60df&limit=1'}",Telephone: 2156972579,DYLAN.E.PAYNE.CIV@US.NAVY.MIL,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,solicitation,,No downloadable attachment links found.
Rejected,D,3,RFP / Solicitation,Repair of B-2 Transponder Set NSN: 5895-01-383-4052 FW P/N: 159000-7,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE SUSTAINMENT CENTER.FA8119  AFSC PZABC,,Solicitation,ae951b762f1a45e38502b35b13f98b44,FA8119-26-R-0011,2026-10-02,26,336413,5895,No Set aside used,"0, Oklahoma, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: air force. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/ae951b762f1a45e38502b35b13f98b44/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b61c0cfc0674916a506e152bc0ad154/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4c4f3bdaa419416c86cd97cde3547f96/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61b0d5bbc50d4d3c9e50aca23c5fa22c/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6ad63607833b47b3a88dede662a223c5/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/76d20394fe9c4d069e665e2d0e218997/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a16d012f7fd24ef596e701392b4e9941/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/daf2bf4fe4c4410bbccd6a2ac1c9b153/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ddcc031b10f4458c833ee3180c9cce27/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e78b685c0f9d4c989d1a4675cbde7b18/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fc0e6ed778c343e4a13e2f9f475907af/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=ae951b762f1a45e38502b35b13f98b44&limit=1'}",Caleb Taylor,caleb.taylor.8@us.af.mil,Primary NAICS 336413,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,3,RFP / Solicitation,"15--SUPPORT,STRUCTURAL, IN REPAIR/MODIFICATION OF",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS PHILADELPHIA.NAVSUP WEAPON SYSTEMS SUPPORT,,Solicitation,869f13abdbed46959c9e594b769428e3,N0038326QFB33,2026-10-02,26,336413,1560,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsup.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/869f13abdbed46959c9e594b769428e3/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=869f13abdbed46959c9e594b769428e3&limit=1'}",Telephone: 2156976525,LIAM.F.CUNNINGHAM2.CIV@US.NAVY.MIL,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,solicitation,,No downloadable attachment links found.
Rejected,D,3,Sources Sought / RFI,B-1B Lancer Navigation Receiver,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE LIFE CYCLE MANAGEMENT CENTER.BOMBER AIRCRAFT.FA8138  AFLCMC WBK,,Sources Sought,572eddf68eca48bfaca36dcfc5f397dd,FA8138-27-C-XXX1,2026-10-02,26,336413,R425,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: air force, aflcmc.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/572eddf68eca48bfaca36dcfc5f397dd/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=572eddf68eca48bfaca36dcfc5f397dd&limit=1'}",Cory Milford,cory.milford@us.af.mil,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,sources sought,,No downloadable attachment links found.
Rejected,D,3,RFP / Solicitation,"16--ACTUATOR,PITCH LOCK, IN REPAIR/MODIFICATION OF",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS PHILADELPHIA.NAVSUP WEAPON SYSTEMS SUPPORT,,Solicitation,2c82386f14ca426083ba20897c3aec96,N0038326QFB75,2026-10-02,26,336413,1650,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsup.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/2c82386f14ca426083ba20897c3aec96/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=2c82386f14ca426083ba20897c3aec96&limit=1'}",Telephone: 2156976566,LAUREN.N.PHILLIPS6.CIV@US.NAVY.MIL,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,solicitation,,No downloadable attachment links found.
Rejected,D,5,Sources Sought / RFI,Spacecraft Electrical   ﻿Power Systems (Pre-RFI Market Research),NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NASA MANAGEMENT OFFICE -- JPL,,Sources Sought,a6d05cb5f4904bfa838b2cea0d063978,SBPO-2610-03092026,2026-10-02,26,336414,,No Set aside used,"Pasadena, California, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: iot, nasa. Attachment text was included in the screen.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/a6d05cb5f4904bfa838b2cea0d063978/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb3513c14e934c4c8676dbf2adeac825/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=a6d05cb5f4904bfa838b2cea0d063978&limit=1'}",JPL Small Business Programs Office,smallbusiness.programsoffice@jpl.nasa.gov,Primary NAICS 336414,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read
Rejected,D,3,Sources Sought / RFI,High-Performance Space Computing (HPSC) (Pre-RFI Market Research),NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NATIONAL AERONAUTICS AND SPACE ADMINISTRATION.NASA MANAGEMENT OFFICE -- JPL,,Sources Sought,a55a72496e9940e782535f130d1c50d0,SBPO-2610-09012026,2026-10-02,26,336414,,No Set aside used,"Pasadena, California, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: nasa. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/a55a72496e9940e782535f130d1c50d0/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c7f9c1425b5343118624e740fb488ec7/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=a55a72496e9940e782535f130d1c50d0&limit=1'}",JPL Small Business Programs Office,smallbusiness.programsoffice@jpl.nasa.gov,Primary NAICS 336414,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,sources sought,,Attachment text read
Rejected,D,-7,RFP / Solicitation,System Engineering and Technical Assistance (SETA) Support for Public Safety Communications (PSC),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG,,Solicitation,54e1191b91e148258c1cd38530875971,W15P7T-27-R-A001,2026-10-01,25,541330,R425,Small Business Set Aside - Total,"Aberdeen Proving Ground, Maryland, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: army. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/54e1191b91e148258c1cd38530875971/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/04fa01220fde4e1fa150bfbf3662b994/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/07b9ab1666e3488299efbe7c7cf58726/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/07c3971b938245db9117f2ad0b76419f/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/121c2e8efd964ed9a7cf2bbd18d047cc/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/23ffc6a4f42145be82b14847140e342d/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2ee5804644014963813c2e59400ae916/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3127ae440fbf4ed5a28c4ce9da74728c/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/37795f82510c4c9ca0b69533219aacc3/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/39cd0f6b1d0540fba2e7c095ff0bd423/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/44042541e2c04114878fff409930e0da/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/47f12c15d86644ba9672ff8ec56d30bf/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5e33eb4516aa4a23b739f9bdcddbdf22/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6d631647e38e49c09fedc1f304e24b5b/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7ba87c869d16429780512d276a861615/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a702aa95f66b4d17b9ef47998a7a529c/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/af619fe06946410b8c68a1fbb679685e/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b74f25111f1d4fdab40fcb1cc83c76c5/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bf653b0759a9435aaa1042a8affcbe9a/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c868796382d34c18a1bcc57084ab3215/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e43c5405c9bb488fb80409b262391a7a/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eb503159483f46c4b32241ab262b3186/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f042d127f7e24ea2abe23eac4167f3fc/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f8d40360ca81494c857f45fca56d85cd/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fe65934b1d9d49ac8f54253d1cbecd66/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=54e1191b91e148258c1cd38530875971&limit=1'}",Rosa Acevedo,rosa.m.acevedomedina.civ@army.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Hard reject: travel,solicitation,travel,Attachment text read; Attachment text read; Attachment text read
